subject,session,list,item,input,output,study,recall,repeat,intrusion,list_type,list_category,category,response,response_time
11,3,34,COLONIAL WILLIAMSBURG,4,15,true,true,0,false,mixed,mixed,loc,2,1.223
11,3,34,ALBERT EINSTEIN,5,5,true,true,0,false,mixed,mixed,cel,4,1.259
11,3,34,ALBERT EINSTEIN,5,14,false,true,1,false,mixed,mixed,cel,4,1.259
11,3,34,SHAQUILLE O'NEAL,6,3,true,true,0,false,mixed,mixed,cel,3,1.394
11,3,34,JACKIE CHAN,7,4,true,true,0,false,mixed,mixed,cel,4,0.933
11,3,34,ORLANDO BLOOM,8,n/a,true,false,0,false,mixed,mixed,cel,4,0.889
11,3,34,BRICK,9,n/a,true,false,0,false,mixed,mixed,obj,4,1.669
11,3,34,ORANGE,10,n/a,true,false,0,false,mixed,mixed,obj,4,0.916
11,3,34,CRAYONS,11,n/a,true,false,0,false,mixed,mixed,obj,4,0.892
11,3,34,FLASK,12,9,true,true,0,false,mixed,mixed,obj,4,1.212
11,3,34,TOBEY MAGUIRE,13,6,true,true,0,false,mixed,mixed,cel,4,1.146
11,3,34,SEAN COMBS,14,n/a,true,false,0,false,mixed,mixed,cel,2,1.353
11,3,34,SMOKY MOUNTAINS,15,n/a,true,false,0,false,mixed,mixed,loc,3,1.234
11,3,34,UNITED NATIONS BUILDING,16,2,true,true,0,false,mixed,mixed,loc,4,0.898
11,3,34,URINAL,17,17,true,true,0,false,mixed,mixed,obj,4,0.878
11,3,34,BROOM,18,16,true,true,0,false,mixed,mixed,obj,4,0.981
11,3,34,JIM CARREY,19,n/a,true,false,0,false,mixed,mixed,cel,4,1.052
11,3,34,MEG RYAN,20,7,true,true,0,false,mixed,mixed,cel,4,0.939
11,3,34,BLENDER,21,10,true,true,0,false,mixed,mixed,obj,3,1.267
11,3,34,THERMOMETER,22,8,true,true,0,false,mixed,mixed,obj,4,1.074
11,3,34,TIMES SQUARE,23,1,true,true,0,false,mixed,mixed,loc,4,1.116
11,3,34,CARLSBAD CAVERNS,24,n/a,true,false,0,false,mixed,mixed,loc,2,0.96
11,3,35,GRACELAND,1,n/a,true,false,0,false,mixed,mixed,loc,2,1.039
11,3,35,SEVEN MILE BRIDGE,2,5,true,true,0,false,mixed,mixed,loc,3,1.186
11,3,35,OLD STATE HOUSE,3,n/a,true,false,0,false,mixed,mixed,loc,2,1.207
11,3,35,DELPHI,4,12,true,true,0,false,mixed,mixed,loc,3,1.112
11,3,35,LES INVALIDES,5,13,true,true,0,false,mixed,mixed,loc,4,1.271
11,3,35,BLUE MOSQUE,6,n/a,true,false,0,false,mixed,mixed,loc,3,1.138
11,3,35,HOWARD STERN,7,n/a,true,false,0,false,mixed,mixed,cel,2,1.182
11,3,35,QUEEN LATIFAH,8,n/a,true,false,0,false,mixed,mixed,cel,2,1.063
11,3,35,JASON BIGGS,9,n/a,true,false,0,false,mixed,mixed,cel,2,0.963
11,3,35,GWEN STEFANI,10,9,true,true,0,false,mixed,mixed,cel,2,1.36
11,3,35,MICROCHIP,11,n/a,true,false,0,false,mixed,mixed,obj,4,0.967
11,3,35,BACKPACK,12,10,true,true,0,false,mixed,mixed,obj,4,0.932
11,3,35,STEERING WHEEL,13,n/a,true,false,0,false,mixed,mixed,obj,3,1.082
11,3,35,BOB DOLE,14,n/a,true,false,0,false,mixed,mixed,cel,2,1.276
11,3,35,TERRELL OWENS,15,n/a,true,false,0,false,mixed,mixed,cel,2,1.203
11,3,35,NORMAN SCHWARZKOPF,16,n/a,true,false,0,false,mixed,mixed,cel,2,1.333
11,3,35,DEMI MOORE,17,7,true,true,0,false,mixed,mixed,cel,3,1.02
11,3,35,INK CARTRIDGE,18,8,true,true,0,false,mixed,mixed,obj,3,1.555
11,3,35,CROWN,19,1,true,true,0,false,mixed,mixed,obj,2,1.29
11,3,35,CD,20,2,true,true,0,false,mixed,mixed,obj,3,1.297
11,3,35,DOLLAR,21,3,true,true,0,false,mixed,mixed,obj,4,0.763
11,3,35,INTERCOM,22,11,true,true,0,false,mixed,mixed,obj,4,1.346
11,3,35,TIMBUKTU,23,4,true,true,0,false,mixed,mixed,loc,4,1.044
11,3,35,HOOVER DAM,24,n/a,true,false,0,false,mixed,mixed,loc,3,1.051
11,3,35,FIRE EXTINGUISHER,n/a,6,false,true,0,true,mixed,mixed,n/a,n/a,n/a
11,3,36,STOVE,1,9,true,true,0,false,pure,obj,obj,4,0.871
11,3,36,PRINTER,2,11,true,true,0,false,pure,obj,obj,4,1.329
11,3,36,MITTEN,3,7,true,true,0,false,pure,obj,obj,4,1.219
11,3,36,MITTEN,3,21,false,true,1,false,pure,obj,obj,4,1.219
11,3,36,BOOK,4,13,true,true,0,false,pure,obj,obj,4,1.031
11,3,36,JACKHAMMER,5,17,true,true,0,false,pure,obj,obj,3,1.142
11,3,36,MAILBOX,6,16,true,true,0,false,pure,obj,obj,4,1.047
11,3,36,APPLE,7,n/a,true,false,0,false,pure,obj,obj,4,0.907
11,3,36,GRILL,8,n/a,true,false,0,false,pure,obj,obj,3,1.011
11,3,36,PHONE,9,12,true,true,0,false,pure,obj,obj,4,0.834
11,3,36,ROSE,10,15,true,true,0,false,pure,obj,obj,3,1.022
11,3,36,SHOWER HEAD,11,14,true,true,0,false,pure,obj,obj,4,1.101
11,3,36,TEAPOT,12,n/a,true,false,0,false,pure,obj,obj,4,0.863
11,3,36,ROPE,13,n/a,true,false,0,false,pure,obj,obj,3,1.393
11,3,36,UMBRELLA,14,3,true,true,0,false,pure,obj,obj,4,1.504
11,3,36,UMBRELLA,14,8,false,true,1,false,pure,obj,obj,4,1.504
11,3,36,TANKTOP,15,5,true,true,0,false,pure,obj,obj,2,1.324
11,3,36,KEYCHAIN,16,4,true,true,0,false,pure,obj,obj,4,1.139
11,3,36,CAMERA,17,19,true,true,0,false,pure,obj,obj,4,1.016
11,3,36,MOUSE,18,6,true,true,0,false,pure,obj,obj,4,0.903
11,3,36,BOWLING BALL,19,18,true,true,0,false,pure,obj,obj,3,1.425
11,3,36,ROLLER SKATES,20,n/a,true,false,0,false,pure,obj,obj,2,1.226
11,3,36,GLASS,21,n/a,true,false,0,false,pure,obj,obj,4,0.852
11,3,36,EASEL,22,n/a,true,false,0,false,pure,obj,obj,2,1.035
11,3,36,FAUCET,23,2,true,true,0,false,pure,obj,obj,4,1.061
11,3,36,CACTUS,24,1,true,true,0,false,pure,obj,obj,2,1.289
11,3,36,CACTUS,24,20,false,true,1,false,pure,obj,obj,2,1.289
11,3,36,OVEN,n/a,10,false,true,0,true,pure,obj,n/a,n/a,n/a
11,3,37,MASCARA,1,15,true,true,0,false,mixed,mixed,obj,3,1.153
11,3,37,STAMP,2,14,true,true,0,false,mixed,mixed,obj,4,1.091
11,3,37,CINDERELLA CASTLE,3,12,true,true,0,false,mixed,mixed,loc,3,1.431
11,3,37,EMPIRE STATE BUILDING,4,11,true,true,0,false,mixed,mixed,loc,4,0.988
11,3,37,LANCE ARMSTRONG,5,n/a,true,false,0,false,mixed,mixed,cel,4,0.988
11,3,37,ELVIS PRESLEY,6,n/a,true,false,0,false,mixed,mixed,cel,3,1.313
11,3,37,ARABIAN TOWER,7,n/a,true,false,0,false,mixed,mixed,loc,4,0.985
11,3,37,BIG BEN,8,10,true,true,0,false,mixed,mixed,loc,3,1.359
11,3,37,VIN DIESEL,9,9,true,true,0,false,mixed,mixed,cel,3,1.3
11,3,37,USHER,10,8,true,true,0,false,mixed,mixed,cel,2,1.296
11,3,37,AL SHARPTON,11,n/a,true,false,0,false,mixed,mixed,cel,2,0.953
11,3,37,TOWEL,12,n/a,true,false,0,false,mixed,mixed,obj,4,1.159
11,3,37,VIOLIN,13,n/a,true,false,0,false,mixed,mixed,obj,3,1.197
11,3,37,JOHN MCCAIN,14,6,true,true,0,false,mixed,mixed,cel,4,1.068
11,3,37,MARILYN MONROE,15,7,true,true,0,false,mixed,mixed,cel,3,0.886
11,3,37,MAHATMA GANDHI,16,5,true,true,0,false,mixed,mixed,cel,4,0.938
11,3,37,CLIFF PALACE,17,n/a,true,false,0,false,mixed,mixed,loc,3,1.357
11,3,37,NATIONAL AQUARIUM,18,13,true,true,0,false,mixed,mixed,loc,4,1.089
11,3,37,NIAGARA FALLS,19,n/a,true,false,0,false,mixed,mixed,loc,4,1.074
11,3,37,MADISON SQUARE GARDEN,20,n/a,true,false,0,false,mixed,mixed,loc,2,1.152
11,3,37,BARBED WIRE,21,1,true,true,0,false,mixed,mixed,obj,4,1.008
11,3,37,MAGNET,22,2,true,true,0,false,mixed,mixed,obj,4,1.005
11,3,37,FIREPLACE,23,4,true,true,0,false,mixed,mixed,obj,2,1.26
11,3,37,KEYS,24,3,true,true,0,false,mixed,mixed,obj,4,1.016
11,3,37,KEYS,24,16,false,true,1,false,mixed,mixed,obj,4,1.016
11,3,38,MONTEGO BAY,1,12,true,true,0,false,pure,loc,loc,4,0.998
11,3,38,CHATEAU CHAMBORD,2,n/a,true,false,0,false,pure,loc,loc,3,1.192
11,3,38,HARRODS,3,n/a,true,false,0,false,pure,loc,loc,2,1.292
11,3,38,WRIGLEY FIELD,4,7,true,true,0,false,pure,loc,loc,2,1.318
11,3,38,BRANDENBURG GATE,5,n/a,true,false,0,false,pure,loc,loc,3,1.115
11,3,38,CHURCHILL DOWNS,6,n/a,true,false,0,false,pure,loc,loc,2,1.196
11,3,38,ROMAN FORUM,7,10,true,true,0,false,pure,loc,loc,3,1.009
11,3,38,PLYMOUTH PLANTATION,8,n/a,true,false,0,false,pure,loc,loc,3,1.456
11,3,38,ROYAL ALBERT HALL,9,n/a,true,false,0,false,pure,loc,loc,2,1.156
11,3,38,MISSISSIPPI RIVER,10,11,true,true,0,false,pure,loc,loc,2,1.435
11,3,38,TOWER BRIDGE,11,n/a,true,false,0,false,pure,loc,loc,3,1.071
11,3,38,PARIS OPERA,12,n/a,true,false,0,false,pure,loc,loc,4,1.5
11,3,38,DEVIL'S TOWER,13,n/a,true,false,0,false,pure,loc,loc,2,1.337
11,3,38,ATLANTIC CITY,14,9,true,true,0,false,pure,loc,loc,4,0.922
11,3,38,GALAPAGOS ISLANDS,15,n/a,true,false,0,false,pure,loc,loc,3,1.305
11,3,38,CORCOVADO,16,n/a,true,false,0,false,pure,loc,loc,4,1.403
11,3,38,WESTMINSTER ABBEY,17,n/a,true,false,0,false,pure,loc,loc,2,1.0
11,3,38,MGM GRAND,18,8,true,true,0,false,pure,loc,loc,4,0.823
11,3,38,NORTH POLE,19,n/a,true,false,0,false,pure,loc,loc,4,0.984
11,3,38,EPCOT CENTER,20,5,true,true,0,false,pure,loc,loc,3,1.029
11,3,38,TRITON FOUNTAIN,21,3,true,true,0,false,pure,loc,loc,4,1.235
11,3,38,SAN FRANCISCO,22,4,true,true,0,false,pure,loc,loc,4,0.908
11,3,38,BUNKER HILL,23,2,true,true,0,false,pure,loc,loc,3,1.159
11,3,38,ANGKOR WAT,24,1,true,true,0,false,pure,loc,loc,3,1.241
11,3,38,NIAGARA FALLS,n/a,13,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,38,NIAGARA FALLS,n/a,13,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,38,WRIGLEY BUILDING,n/a,6,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,38,WRIGLEY BUILDING,n/a,6,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,38,WRIGLEY BUILDING,n/a,6,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,39,ROBERTO BENIGNI,1,11,true,true,0,false,pure,cel,cel,2,0.953
11,3,39,BRITNEY SPEARS,2,5,true,true,0,false,pure,cel,cel,4,1.17
11,3,39,VINCE VAUGHN,3,12,true,true,0,false,pure,cel,cel,2,1.065
11,3,39,BOB SAGET,4,n/a,true,false,0,false,pure,cel,cel,2,0.974
11,3,39,MORGAN FREEMAN,5,10,true,true,0,false,pure,cel,cel,4,1.527
11,3,39,CARY GRANT,6,n/a,true,false,0,false,pure,cel,cel,2,1.083
11,3,39,JACK NICHOLSON,7,n/a,true,false,0,false,pure,cel,cel,4,1.165
11,3,39,WILL FERRELL,8,n/a,true,false,0,false,pure,cel,cel,2,1.005
11,3,39,ANTHONY HOPKINS,9,9,true,true,0,false,pure,cel,cel,4,0.913
11,3,39,LARRY KING,10,n/a,true,false,0,false,pure,cel,cel,3,0.976
11,3,39,CHARLIE SHEEN,11,n/a,true,false,0,false,pure,cel,cel,2,1.396
11,3,39,NICOLE KIDMAN,12,8,true,true,0,false,pure,cel,cel,4,1.12
11,3,39,STEVEN SPIELBERG,13,n/a,true,false,0,false,pure,cel,cel,4,1.155
11,3,39,FAITH HILL,14,4,true,true,0,false,pure,cel,cel,4,0.863
11,3,39,AL GORE,15,6,true,true,0,false,pure,cel,cel,4,0.848
11,3,39,ALLEN IVERSON,16,13,true,true,0,false,pure,cel,cel,2,0.95
11,3,39,ALLEN IVERSON,16,14,false,true,1,false,pure,cel,cel,2,0.95
11,3,39,ROBIN WILLIAMS,17,1,true,true,0,false,pure,cel,cel,2,1.054
11,3,39,PRINCE WILLIAM,18,2,true,true,0,false,pure,cel,cel,4,0.929
11,3,39,REESE WITHERSPOON,19,7,true,true,0,false,pure,cel,cel,4,0.989
11,3,39,SARAH JESSICA PARKER,20,n/a,true,false,0,false,pure,cel,cel,4,0.919
11,3,39,KATIE COURIC,21,n/a,true,false,0,false,pure,cel,cel,3,1.246
11,3,39,SAM WATERSTON,22,n/a,true,false,0,false,pure,cel,cel,2,1.333
11,3,39,CHE GUEVARA,23,n/a,true,false,0,false,pure,cel,cel,4,0.988
11,3,39,DEBRA MESSING,24,3,true,true,0,false,pure,cel,cel,4,0.977
11,3,40,GRAND OLE OPRY,1,n/a,true,false,0,false,mixed,mixed,loc,2,1.119
11,3,40,ST PATRICKS CATHEDRAL,2,12,true,true,0,false,mixed,mixed,loc,4,1.341
11,3,40,WAILING WALL,3,11,true,true,0,false,mixed,mixed,loc,3,0.981
11,3,40,OLYMPIA,4,10,true,true,0,false,mixed,mixed,loc,4,1.084
11,3,40,PAPER CLIP,5,13,true,true,0,false,mixed,mixed,obj,3,1.228
11,3,40,COLANDER,6,17,true,true,0,false,mixed,mixed,obj,4,1.552
11,3,40,ACORN,7,n/a,true,false,0,false,mixed,mixed,obj,2,1.018
11,3,40,RECORD,8,n/a,true,false,0,false,mixed,mixed,obj,3,0.907
11,3,40,PARIS HILTON,9,14,true,true,0,false,mixed,mixed,cel,4,0.8
11,3,40,NICOLAS CAGE,10,15,true,true,0,false,mixed,mixed,cel,4,0.762
11,3,40,BILL MAHER,11,n/a,true,false,0,false,mixed,mixed,cel,2,0.945
11,3,40,GLOBE,12,n/a,true,false,0,false,mixed,mixed,obj,4,0.933
11,3,40,TABLE,13,n/a,true,false,0,false,mixed,mixed,obj,4,0.793
11,3,40,BARCODE SCANNER,14,7,true,true,0,false,mixed,mixed,obj,3,1.34
11,3,40,SOAP,15,6,true,true,0,false,mixed,mixed,obj,4,1.093
11,3,40,WIMBLEDON,16,8,true,true,0,false,mixed,mixed,loc,4,0.833
11,3,40,EASTER ISLAND,17,9,true,true,0,false,mixed,mixed,loc,4,0.994
11,3,40,MALL OF AMERICA,18,4,true,true,0,false,mixed,mixed,loc,4,0.951
11,3,40,CAPE HORN,19,n/a,true,false,0,false,mixed,mixed,loc,4,1.1
11,3,40,BONO,20,5,true,true,0,false,mixed,mixed,cel,2,0.963
11,3,40,GLENN CLOSE,21,3,true,true,0,false,mixed,mixed,cel,3,1.12
11,3,40,HARRISON FORD,22,2,true,true,0,false,mixed,mixed,cel,4,0.889
11,3,40,JON STEWART,23,n/a,true,false,0,false,mixed,mixed,cel,2,0.813
11,3,40,JACQUES CHIRAC,24,1,true,true,0,false,mixed,mixed,cel,4,1.344
11,3,40,AL GORE,n/a,16,false,true,0,true,mixed,mixed,n/a,n/a,n/a
11,3,40,AL GORE,n/a,16,false,true,0,true,mixed,mixed,n/a,n/a,n/a
11,3,40,AL GORE,n/a,16,false,true,0,true,mixed,mixed,n/a,n/a,n/a
11,3,41,SAFE,1,13,true,true,0,false,pure,obj,obj,3,0.991
11,3,41,VACUUM CLEANER,2,15,true,true,0,false,pure,obj,obj,4,1.081
11,3,41,NECKLACE,3,14,true,true,0,false,pure,obj,obj,3,1.101
11,3,41,MICROPHONE,4,8,true,true,0,false,pure,obj,obj,4,0.984
11,3,41,BOUQUET,5,16,true,true,0,false,pure,obj,obj,3,1.244
11,3,41,ANCHOR,6,n/a,true,false,0,false,pure,obj,obj,2,1.124
11,3,41,SOCK,7,n/a,true,false,0,false,pure,obj,obj,3,0.9
11,3,41,FOAM CUP,8,n/a,true,false,0,false,pure,obj,obj,4,1.003
11,3,41,WATER GUN,9,11,true,true,0,false,pure,obj,obj,3,1.283
11,3,41,PROJECTOR,10,n/a,true,false,0,false,pure,obj,obj,4,1.098
11,3,41,CALENDAR,11,n/a,true,false,0,false,pure,obj,obj,4,1.057
11,3,41,PUMPKIN,12,n/a,true,false,0,false,pure,obj,obj,3,1.032
11,3,41,SMART CAR,13,1,true,true,0,false,pure,obj,obj,3,1.172
11,3,41,DRILL,14,2,true,true,0,false,pure,obj,obj,4,1.358
11,3,41,PENDULUM,15,3,true,true,0,false,pure,obj,obj,4,1.154
11,3,41,REMOTE,16,12,true,true,0,false,pure,obj,obj,4,1.146
11,3,41,SINK,17,n/a,true,false,0,false,pure,obj,obj,4,1.379
11,3,41,BUCKET,18,10,true,true,0,false,pure,obj,obj,4,1.185
11,3,41,TOILET PAPER,19,n/a,true,false,0,false,pure,obj,obj,4,1.061
11,3,41,JOYSTICK,20,6,true,true,0,false,pure,obj,obj,4,0.908
11,3,41,TENT,21,n/a,true,false,0,false,pure,obj,obj,2,1.24
11,3,41,SCISSORS,22,9,true,true,0,false,pure,obj,obj,4,1.239
11,3,41,MOUSETRAP,23,n/a,true,false,0,false,pure,obj,obj,4,0.907
11,3,41,KEYBOARD,24,7,true,true,0,false,pure,obj,obj,4,1.161
11,3,41,CUP,n/a,5,false,true,0,true,pure,obj,n/a,n/a,n/a
11,3,41,PHONE,n/a,4,false,true,0,true,pure,obj,n/a,n/a,n/a
11,3,41,PHONE,n/a,4,false,true,0,true,pure,obj,n/a,n/a,n/a
11,3,41,PHONE,n/a,4,false,true,0,true,pure,obj,n/a,n/a,n/a
11,3,42,SCREWDRIVER,1,8,true,true,0,false,mixed,mixed,obj,3,1.028
11,3,42,GLASSES,2,7,true,true,0,false,mixed,mixed,obj,4,0.997
11,3,42,WOLF BLITZER,3,6,true,true,0,false,mixed,mixed,cel,4,1.52
11,3,42,BRITTANY MURPHY,4,4,true,true,0,false,mixed,mixed,cel,4,1.121
11,3,42,POMPEI,5,n/a,true,false,0,false,mixed,mixed,loc,3,1.259
11,3,42,INDIANAPOLIS MOTOR SPEEDWAY,6,9,true,true,0,false,mixed,mixed,loc,4,1.471
11,3,42,SCARLETT JOHANSSON,7,5,true,true,0,false,mixed,mixed,cel,4,1.131
11,3,42,DOLLY PARTON,8,n/a,true,false,0,false,mixed,mixed,cel,2,1.032
11,3,42,KEANU REEVES,9,n/a,true,false,0,false,mixed,mixed,cel,4,1.173
11,3,42,BICYCLE,10,n/a,true,false,0,false,mixed,mixed,obj,4,1.155
11,3,42,AXE,11,n/a,true,false,0,false,mixed,mixed,obj,2,1.074
11,3,42,SEASHELL,12,n/a,true,false,0,false,mixed,mixed,obj,3,1.19
11,3,42,TREVI FOUNTAIN,13,n/a,true,false,0,false,mixed,mixed,loc,4,1.468
11,3,42,PACIFIC BELL PARK,14,n/a,true,false,0,false,mixed,mixed,loc,2,0.978
11,3,42,BUCKINGHAM PALACE,15,11,true,true,0,false,mixed,mixed,loc,4,1.145
11,3,42,PIANO,16,12,true,true,0,false,mixed,mixed,obj,2,1.53
11,3,42,STOP SIGN,17,13,true,true,0,false,mixed,mixed,obj,4,1.671
11,3,42,BELT,18,14,true,true,0,false,mixed,mixed,obj,3,1.165
11,3,42,GRAND CENTRAL STATION,19,n/a,true,false,0,false,mixed,mixed,loc,4,1.339
11,3,42,JEFFERSON MEMORIAL,20,n/a,true,false,0,false,mixed,mixed,loc,3,1.365
11,3,42,WRIGLEY BUILDING,21,10,true,true,0,false,mixed,mixed,loc,3,0.99
11,3,42,KIRSTEN DUNST,22,2,true,true,0,false,mixed,mixed,cel,4,0.868
11,3,42,UMA THURMAN,23,3,true,true,0,false,mixed,mixed,cel,4,1.015
11,3,42,OPRAH WINFREY,24,1,true,true,0,false,mixed,mixed,cel,4,1.527
11,3,43,VATICAN CITY,1,10,true,true,0,false,pure,loc,loc,4,0.959
11,3,43,FLORENCE,2,11,true,true,0,false,pure,loc,loc,4,1.129
11,3,43,IGUAZU FALLS,3,n/a,true,false,0,false,pure,loc,loc,2,1.13
11,3,43,STATUE OF LIBERTY,4,7,true,true,0,false,pure,loc,loc,4,0.982
11,3,43,NOTRE DAME,5,n/a,true,false,0,false,pure,loc,loc,4,1.015
11,3,43,WALL STREET,6,8,true,true,0,false,pure,loc,loc,4,1.445
11,3,43,MECCA,7,n/a,true,false,0,false,pure,loc,loc,2,1.084
11,3,43,ATOMIUM,8,n/a,true,false,0,false,pure,loc,loc,3,1.029
11,3,43,GRAND CANYON,9,n/a,true,false,0,false,pure,loc,loc,3,1.513
11,3,43,TAJ MAHAL,10,13,true,true,0,false,pure,loc,loc,4,0.84
11,3,43,LONDON DUNGEON,11,n/a,true,false,0,false,pure,loc,loc,3,1.299
11,3,43,PLACE DE LA CONCORDE,12,4,true,true,0,false,pure,loc,loc,4,1.268
11,3,43,SALT FLATS,13,n/a,true,false,0,false,pure,loc,loc,2,0.918
11,3,43,WALK OF FAME,14,n/a,true,false,0,false,pure,loc,loc,3,1.002
11,3,43,KENSINGTON PALACE,15,14,true,true,0,false,pure,loc,loc,2,1.18
11,3,43,ACROPOLIS,16,3,true,true,0,false,pure,loc,loc,4,1.003
11,3,43,ACROPOLIS,16,12,false,true,1,false,pure,loc,loc,4,1.003
11,3,43,SORBONNE CHAPEL,17,n/a,true,false,0,false,pure,loc,loc,2,0.909
11,3,43,CENTRAL PARK,18,9,true,true,0,false,pure,loc,loc,4,1.087
11,3,43,ARC DE TRIOMPHE,19,5,true,true,0,false,pure,loc,loc,4,1.333
11,3,43,KYOTO,20,15,true,true,0,false,pure,loc,loc,4,0.991
11,3,43,ALAMO,21,n/a,true,false,0,false,pure,loc,loc,2,1.036
11,3,43,TOWER OF LONDON,22,2,true,true,0,false,pure,loc,loc,3,1.406
11,3,43,TOWER OF LONDON,22,16,false,true,1,false,pure,loc,loc,3,1.406
11,3,43,ROCK OF GIBRALTAR,23,n/a,true,false,0,false,pure,loc,loc,4,0.978
11,3,43,RIO DE JANEIRO,24,1,true,true,0,false,pure,loc,loc,4,1.371
11,3,43,EIFFEL TOWER,n/a,6,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,43,EIFFEL TOWER,n/a,6,false,true,0,true,pure,loc,n/a,n/a,n/a
11,3,44,DAVE MATTHEWS,1,n/a,true,false,0,false,pure,cel,cel,4,1.22
11,3,44,NEWT GINGRICH,2,n/a,true,false,0,false,pure,cel,cel,2,0.913
11,3,44,COURTNEY LOVE,3,7,true,true,0,false,pure,cel,cel,2,0.87
11,3,44,DUSTIN HOFFMAN,4,n/a,true,false,0,false,pure,cel,cel,3,1.194
11,3,44,MARTHA STEWART,5,n/a,true,false,0,false,pure,cel,cel,4,1.771
11,3,44,KOBE BRYANT,6,n/a,true,false,0,false,pure,cel,cel,3,1.168
11,3,44,CATHERINE ZETA JONES,7,n/a,true,false,0,false,pure,cel,cel,4,0.852
11,3,44,MIKE MYERS,8,n/a,true,false,0,false,pure,cel,cel,2,1.037
11,3,44,DENZEL WASHINGTON,9,12,true,true,0,false,pure,cel,cel,4,0.877
11,3,44,ROSEANNE BARR,10,n/a,true,false,0,false,pure,cel,cel,2,1.031
11,3,44,ARNOLD SCHWARZENEGGER,11,11,true,true,0,false,pure,cel,cel,4,0.904
11,3,44,JODIE FOSTER,12,n/a,true,false,0,false,pure,cel,cel,2,1.314
11,3,44,LEONARDO DICAPRIO,13,10,true,true,0,false,pure,cel,cel,4,0.877
11,3,44,CAMERON DIAZ,14,5,true,true,0,false,pure,cel,cel,4,0.907
11,3,44,BENICIO DEL TORO,15,9,true,true,0,false,pure,cel,cel,3,1.578
11,3,44,COLIN POWELL,16,4,true,true,0,false,pure,cel,cel,4,1.068
11,3,44,SIMON COWELL,17,n/a,true,false,0,false,pure,cel,cel,4,0.889
11,3,44,JENNIFER LOPEZ,18,6,true,true,0,false,pure,cel,cel,4,1.061
11,3,44,BOB DYLAN,19,n/a,true,false,0,false,pure,cel,cel,2,1.111
11,3,44,JAMIE FOXX,20,n/a,true,false,0,false,pure,cel,cel,2,0.958
11,3,44,CLIVE OWEN,21,n/a,true,false,0,false,pure,cel,cel,3,1.002
11,3,44,WHITNEY HOUSTON,22,2,true,true,0,false,pure,cel,cel,2,1.505
11,3,44,TINA TURNER,23,1,true,true,0,false,pure,cel,cel,2,1.027
11,3,44,BRUCE SPRINGSTEEN,24,3,true,true,0,false,pure,cel,cel,3,0.97
11,3,44,BARBED WIRE,n/a,8,false,true,0,true,pure,cel,n/a,n/a,n/a
11,3,44,BARBED WIRE,n/a,8,false,true,0,true,pure,cel,n/a,n/a,n/a
11,3,44,BARBED WIRE,n/a,8,false,true,0,true,pure,cel,n/a,n/a,n/a
11,3,45,KAUFMAN STADIUM,1,n/a,true,false,0,false,mixed,mixed,loc,2,1.259
11,3,45,YOSEMITE,2,n/a,true,false,0,false,mixed,mixed,loc,2,0.967
11,3,45,PARK AVENUE,3,n/a,true,false,0,false,mixed,mixed,loc,4,0.987
11,3,45,KREMLIN,4,n/a,true,false,0,false,mixed,mixed,loc,3,1.042
11,3,45,WINTER PALACE,5,n/a,true,false,0,false,mixed,mixed,loc,4,1.05
11,3,45,CANCUN,6,11,true,true,0,false,mixed,mixed,loc,4,1.044
11,3,45,KEIRA KNIGHTLEY,7,13,true,true,0,false,mixed,mixed,cel,4,0.888
11,3,45,BRAD PITT,8,12,true,true,0,false,mixed,mixed,cel,4,0.94
11,3,45,GENE HACKMAN,9,n/a,true,false,0,false,mixed,mixed,cel,3,1.193
11,3,45,LADLE,10,n/a,true,false,0,false,mixed,mixed,obj,2,1.707
11,3,45,PLATE,11,n/a,true,false,0,false,mixed,mixed,obj,4,1.098
11,3,45,DRESSER,12,7,true,true,0,false,mixed,mixed,obj,4,1.03
11,3,45,BUTTON,13,9,true,true,0,false,mixed,mixed,obj,4,1.346
11,3,45,HANDLE,14,8,true,true,0,false,mixed,mixed,obj,4,0.827
11,3,45,YARN,15,6,true,true,0,false,mixed,mixed,obj,3,1.161
11,3,45,ALEC BALDWIN,16,n/a,true,false,0,false,mixed,mixed,cel,2,0.888
11,3,45,MICHAEL DOUGLAS,17,3,true,true,0,false,mixed,mixed,cel,3,1.409
11,3,45,HALLE BERRY,18,4,true,true,0,false,mixed,mixed,cel,4,0.884
11,3,45,TIGER WOODS,19,n/a,true,false,0,false,mixed,mixed,cel,4,0.863
11,3,45,BENJAMIN FRANKLIN,20,5,true,true,0,false,mixed,mixed,cel,4,0.821
11,3,45,LAWN MOWER,21,2,true,true,0,false,mixed,mixed,obj,3,1.432
11,3,45,WHEEL,22,1,true,true,0,false,mixed,mixed,obj,4,0.949
11,3,45,SEA WORLD,23,10,true,true,0,false,mixed,mixed,loc,4,1.07
11,3,45,MONTMARTRE,24,n/a,true,false,0,false,mixed,mixed,loc,3,1.066
11,3,46,JOHN EDWARDS,1,n/a,true,false,0,false,mixed,mixed,cel,3,0.99
11,3,46,MR. T,2,7,true,true,0,false,mixed,mixed,cel,2,1.346
