subject,session,list,item,input,output,study,recall,repeat,intrusion,list_type,list_category,category,response,response_time
1,1,1,TOWEL,1,13,true,true,0,false,pure,obj,obj,3,1.517
1,1,1,LADLE,2,n/a,true,false,0,false,pure,obj,obj,3,1.404
1,1,1,THERMOS,3,n/a,true,false,0,false,pure,obj,obj,3,0.911
1,1,1,LEGO,4,18,true,true,0,false,pure,obj,obj,3,0.883
1,1,1,BACKPACK,5,10,true,true,0,false,pure,obj,obj,3,0.819
1,1,1,JACKHAMMER,6,7,true,true,0,false,pure,obj,obj,1,1.212
1,1,1,LANTERN,7,n/a,true,false,0,false,pure,obj,obj,2,0.888
1,1,1,DOORKNOB,8,11,true,true,0,false,pure,obj,obj,3,0.915
1,1,1,SHOVEL,9,9,true,true,0,false,pure,obj,obj,1,1.287
1,1,1,SHOVEL,9,19,false,true,1,false,pure,obj,obj,1,1.287
1,1,1,WATER GUN,10,n/a,true,false,0,false,pure,obj,obj,1,0.839
1,1,1,INK CARTRIDGE,11,n/a,true,false,0,false,pure,obj,obj,2,0.81
1,1,1,PHONE,12,16,true,true,0,false,pure,obj,obj,4,0.833
1,1,1,PAPER CLIP,13,17,true,true,0,false,pure,obj,obj,3,0.856
1,1,1,MOUSETRAP,14,12,true,true,0,false,pure,obj,obj,1,0.829
1,1,1,SPEAKER,15,n/a,true,false,0,false,pure,obj,obj,2,0.927
1,1,1,CAR SEAT,16,5,true,true,0,false,pure,obj,obj,3,0.678
1,1,1,BAYONET,17,3,true,true,0,false,pure,obj,obj,1,0.828
1,1,1,MIRROR,18,15,true,true,0,false,pure,obj,obj,4,0.836
1,1,1,STONE,19,8,true,true,0,false,pure,obj,obj,1,0.897
1,1,1,WATCH,20,4,true,true,0,false,pure,obj,obj,4,0.794
1,1,1,PILL,21,6,true,true,0,false,pure,obj,obj,3,0.708
1,1,1,SMART CAR,22,2,true,true,0,false,pure,obj,obj,1,1.012
1,1,1,REMOTE,23,n/a,true,false,0,false,pure,obj,obj,4,0.97
1,1,1,CHAIN,24,1,true,true,0,false,pure,obj,obj,4,0.855
1,1,1,CHAIN,24,14,false,true,1,false,pure,obj,obj,4,0.855
1,1,2,SEAN PENN,1,5,true,true,0,false,mixed,mixed,cel,3,1.255
1,1,2,AUDREY HEPBURN,2,n/a,true,false,0,false,mixed,mixed,cel,3,1.04
1,1,2,ST PATRICKS CATHEDRAL,3,11,true,true,0,false,mixed,mixed,loc,2,1.164
1,1,2,LES INVALIDES,4,n/a,true,false,0,false,mixed,mixed,loc,2,0.829
1,1,2,GREAT ZIMBABWE RUINS,5,n/a,true,false,0,false,mixed,mixed,loc,3,0.872
1,1,2,BRYCE CANYON,6,12,true,true,0,false,mixed,mixed,loc,2,1.241
1,1,2,TROPHY,7,14,true,true,0,false,mixed,mixed,obj,3,0.862
1,1,2,BRUSH,8,n/a,true,false,0,false,mixed,mixed,obj,3,0.779
1,1,2,SUPREME COURT,9,n/a,true,false,0,false,mixed,mixed,loc,2,1.245
1,1,2,SAN FRANCISCO,10,10,true,true,0,false,mixed,mixed,loc,4,0.854
1,1,2,TREVI FOUNTAIN,11,n/a,true,false,0,false,mixed,mixed,loc,2,1.049
1,1,2,TAHITI,12,9,true,true,0,false,mixed,mixed,loc,4,0.824
1,1,2,ANDRE3000,13,n/a,true,false,0,false,mixed,mixed,cel,2,1.263
1,1,2,NICOLAS CAGE,14,13,true,true,0,false,mixed,mixed,cel,3,0.752
1,1,2,JUSTIN TIMBERLAKE,15,4,true,true,0,false,mixed,mixed,cel,4,0.898
1,1,2,JULIA ROBERTS,16,3,true,true,0,false,mixed,mixed,cel,4,0.805
1,1,2,LEBRON JAMES,17,6,true,true,0,false,mixed,mixed,cel,2,0.928
1,1,2,JOHN MCCAIN,18,7,true,true,0,false,mixed,mixed,cel,2,1.018
1,1,2,GLASS,19,8,true,true,0,false,mixed,mixed,obj,3,1.051
1,1,2,KLEENEX,20,n/a,true,false,0,false,mixed,mixed,obj,4,0.855
1,1,2,BLENDER,21,n/a,true,false,0,false,mixed,mixed,obj,2,1.171
1,1,2,HELMET,22,n/a,true,false,0,false,mixed,mixed,obj,1,1.139
1,1,2,CHAIR,23,2,true,true,0,false,mixed,mixed,obj,4,0.933
1,1,2,BRICK,24,1,true,true,0,false,mixed,mixed,obj,1,1.043
1,1,3,STOVE,1,4,true,true,0,false,mixed,mixed,obj,4,0.944
1,1,3,TOASTER,2,5,true,true,0,false,mixed,mixed,obj,4,0.673
1,1,3,TILE,3,17,true,true,0,false,mixed,mixed,obj,3,1.025
1,1,3,TEAPOT,4,n/a,true,false,0,false,mixed,mixed,obj,4,0.725
1,1,3,ACROPOLIS,5,10,true,true,0,false,mixed,mixed,loc,3,1.24
1,1,3,GUGGENHEIM,6,n/a,true,false,0,false,mixed,mixed,loc,2,1.308
1,1,3,STATUE OF LIBERTY,7,14,true,true,0,false,mixed,mixed,loc,4,0.853
1,1,3,GIANT'S CAUSEWAY,8,n/a,true,false,0,false,mixed,mixed,loc,1,1.136
1,1,3,KATIE HOLMES,9,6,true,true,0,false,mixed,mixed,cel,4,0.901
1,1,3,REGIS PHILBIN,10,7,true,true,0,false,mixed,mixed,cel,2,1.04
1,1,3,TOM HANKS,11,8,true,true,0,false,mixed,mixed,cel,4,0.93
1,1,3,QUEEN LATIFAH,12,12,true,true,0,false,mixed,mixed,cel,4,0.814
1,1,3,JOHN F KENNEDY,13,11,true,true,0,false,mixed,mixed,cel,3,0.846
1,1,3,JODIE FOSTER,14,n/a,true,false,0,false,mixed,mixed,cel,4,0.909
1,1,3,DEVIL'S TOWER,15,15,true,true,0,false,mixed,mixed,loc,1,1.065
1,1,3,ARABIAN TOWER,16,13,true,true,0,false,mixed,mixed,loc,2,0.882
1,1,3,OLD FAITHFUL,17,n/a,true,false,0,false,mixed,mixed,loc,3,0.868
1,1,3,ST PAULS CATHEDRAL,18,9,true,true,0,false,mixed,mixed,loc,3,0.859
1,1,3,PIANO,19,n/a,true,false,0,false,mixed,mixed,obj,4,0.748
1,1,3,SCISSORS,20,18,true,true,0,false,mixed,mixed,obj,4,0.841
1,1,3,WEDDING DRESS,21,16,true,true,0,false,mixed,mixed,obj,3,0.79
1,1,3,LAPTOP,22,3,true,true,0,false,mixed,mixed,obj,4,1.012
1,1,3,RUSSELL CROWE,23,1,true,true,0,false,mixed,mixed,cel,4,0.839
1,1,3,GWEN STEFANI,24,2,true,true,0,false,mixed,mixed,cel,4,0.73
1,1,4,BRANDENBURG GATE,1,n/a,true,false,0,false,mixed,mixed,loc,1,1.321
1,1,4,JENNE MOSQUE,2,n/a,true,false,0,false,mixed,mixed,loc,2,0.871
1,1,4,USHER,3,5,true,true,0,false,mixed,mixed,cel,4,0.972
1,1,4,NEWT GINGRICH,4,n/a,true,false,0,false,mixed,mixed,cel,3,0.865
1,1,4,TOMATO,5,n/a,true,false,0,false,mixed,mixed,obj,4,0.847
1,1,4,MICROSCOPE,6,n/a,true,false,0,false,mixed,mixed,obj,3,0.641
1,1,4,ELIZABETH TAYLOR,7,6,true,true,0,false,mixed,mixed,cel,4,0.465
1,1,4,FAITH HILL,8,n/a,true,false,0,false,mixed,mixed,cel,2,0.544
1,1,4,BILLY CRYSTAL,9,n/a,true,false,0,false,mixed,mixed,cel,3,0.666
1,1,4,MOUNT KILIMANJARO,10,n/a,true,false,0,false,mixed,mixed,loc,2,0.678
1,1,4,QUINCY MARKET,11,n/a,true,false,0,false,mixed,mixed,loc,3,0.747
1,1,4,NIAGARA FALLS,12,8,true,true,0,false,mixed,mixed,loc,4,0.604
1,1,4,STAMP,13,n/a,true,false,0,false,mixed,mixed,obj,3,0.661
1,1,4,SHELF,14,n/a,true,false,0,false,mixed,mixed,obj,2,0.764
1,1,4,MASCARA,15,n/a,true,false,0,false,mixed,mixed,obj,4,0.673
1,1,4,JESSICA SIMPSON,16,3,true,true,0,false,mixed,mixed,cel,3,0.768
1,1,4,OWEN WILSON,17,n/a,true,false,0,false,mixed,mixed,cel,4,0.832
1,1,4,LIAM NEESON,18,4,true,true,0,false,mixed,mixed,cel,3,0.93
1,1,4,PEARL HARBOR,19,7,true,true,0,false,mixed,mixed,loc,4,0.767
1,1,4,SALT LAKE TEMPLE,20,n/a,true,false,0,false,mixed,mixed,loc,3,1.062
1,1,4,GRAND CANYON,21,n/a,true,false,0,false,mixed,mixed,loc,4,0.765
1,1,4,BASEBALL BAT,22,2,true,true,0,false,mixed,mixed,obj,4,1.119
1,1,4,HANGER,23,9,true,true,0,false,mixed,mixed,obj,4,0.755
1,1,4,SURGE PROTECTOR,24,1,true,true,0,false,mixed,mixed,obj,3,0.862
1,1,5,TIMES SQUARE,1,n/a,true,false,0,false,pure,loc,loc,4,0.873
1,1,5,WAILING WALL,2,n/a,true,false,0,false,pure,loc,loc,2,1.229
1,1,5,WORLD WAR II MEMORIAL,3,n/a,true,false,0,false,pure,loc,loc,3,0.974
1,1,5,GRAND OLE OPRY,4,n/a,true,false,0,false,pure,loc,loc,1,1.116
1,1,5,SEVEN MILE BRIDGE,5,n/a,true,false,0,false,pure,loc,loc,2,0.868
1,1,5,OLYMPIA,6,n/a,true,false,0,false,pure,loc,loc,3,0.711
1,1,5,ARUBA,7,5,true,true,0,false,pure,loc,loc,3,0.661
1,1,5,SIERRA NEVADA,8,11,true,true,0,false,pure,loc,loc,4,0.685
1,1,5,ST BASILS CATHEDRAL,9,n/a,true,false,0,false,pure,loc,loc,3,0.977
1,1,5,LINCOLN FINANCIAL FIELD,10,10,true,true,0,false,pure,loc,loc,3,0.838
1,1,5,KENSINGTON PALACE,11,n/a,true,false,0,false,pure,loc,loc,2,0.963
1,1,5,TIMBUKTU,12,13,true,true,0,false,pure,loc,loc,3,0.782
1,1,5,RIO DE JANEIRO,13,8,true,true,0,false,pure,loc,loc,4,0.695
1,1,5,IGUAZU FALLS,14,6,true,true,0,false,pure,loc,loc,3,1.082
1,1,5,ALAMO,15,n/a,true,false,0,false,pure,loc,loc,3,0.747
1,1,5,MACHU PICHU,16,3,true,true,0,false,pure,loc,loc,4,0.826
1,1,5,METLIFE BUILDING,17,9,true,true,0,false,pure,loc,loc,3,0.91
1,1,5,MAYAN PYRAMID,18,n/a,true,false,0,false,pure,loc,loc,3,0.878
1,1,5,SHANGHAI,19,7,true,true,0,false,pure,loc,loc,4,0.709
1,1,5,MOULIN ROUGE,20,n/a,true,false,0,false,pure,loc,loc,4,0.686
1,1,5,LINCOLN CENTER,21,n/a,true,false,0,false,pure,loc,loc,2,1.202
1,1,5,HARRODS,22,4,true,true,0,false,pure,loc,loc,2,1.123
1,1,5,FORBIDDEN CITY,23,2,true,true,0,false,pure,loc,loc,2,0.819
1,1,5,SORBONNE CHAPEL,24,1,true,true,0,false,pure,loc,loc,2,0.901
1,1,5,SALT LAKE TEMPLE,n/a,12,false,true,0,true,pure,loc,n/a,n/a,n/a
1,1,5,SALT LAKE TEMPLE,n/a,12,false,true,0,true,pure,loc,n/a,n/a,n/a
1,1,6,BARCODE SCANNER,1,12,true,true,0,false,mixed,mixed,obj,3,1.215
1,1,6,BANDAID,2,11,true,true,0,false,mixed,mixed,obj,4,0.78
1,1,6,TOM CRUISE,3,4,true,true,0,false,mixed,mixed,cel,4,0.649
1,1,6,LINDSAY LOHAN,4,3,true,true,0,false,mixed,mixed,cel,4,0.77
1,1,6,GEORGE WASHINGTON BRIDGE,5,n/a,true,false,0,false,mixed,mixed,loc,3,1.296
1,1,6,MALL OF AMERICA,6,n/a,true,false,0,false,mixed,mixed,loc,4,0.903
1,1,6,GREAT WALL OF CHINA,7,n/a,true,false,0,false,mixed,mixed,loc,3,0.714
1,1,6,BRUCE WILLIS,8,n/a,true,false,0,false,mixed,mixed,cel,4,0.83
1,1,6,AUDREY TATOU,9,8,true,true,0,false,mixed,mixed,cel,2,1.189
1,1,6,GRACELAND,10,n/a,true,false,0,false,mixed,mixed,loc,2,1.277
1,1,6,CHICAGO,11,10,true,true,0,false,mixed,mixed,loc,4,0.878
1,1,6,NECKLACE,12,n/a,true,false,0,false,mixed,mixed,obj,3,0.608
1,1,6,PEDAL,13,n/a,true,false,0,false,mixed,mixed,obj,3,1.068
1,1,6,KATE WINSLET,14,7,true,true,0,false,mixed,mixed,cel,4,0.768
1,1,6,CARY GRANT,15,n/a,true,false,0,false,mixed,mixed,cel,4,0.659
1,1,6,MADONNA,16,5,true,true,0,false,mixed,mixed,cel,4,0.794
1,1,6,SAMUEL L JACKSON,17,6,true,true,0,false,mixed,mixed,cel,4,0.728
1,1,6,ROSE,18,n/a,true,false,0,false,mixed,mixed,obj,2,0.594
1,1,6,CANOE,19,n/a,true,false,0,false,mixed,mixed,obj,1,1.198
1,1,6,PAPER BAG,20,13,true,true,0,false,mixed,mixed,obj,1,0.973
1,1,6,BELL,21,n/a,true,false,0,false,mixed,mixed,obj,2,0.865
1,1,6,MADISON SQUARE GARDEN,22,9,true,true,0,false,mixed,mixed,loc,3,1.031
1,1,6,ANGEL FALLS,23,2,true,true,0,false,mixed,mixed,loc,4,0.64
1,1,6,MASADA,24,1,true,true,0,false,mixed,mixed,loc,3,0.602
1,1,7,SHAQUILLE O'NEAL,1,n/a,true,false,0,false,pure,cel,cel,4,1.205
1,1,7,PRINCE,2,n/a,true,false,0,false,pure,cel,cel,3,0.805
1,1,7,JENNIFER ANISTON,3,4,true,true,0,false,pure,cel,cel,4,0.686
1,1,7,AL SHARPTON,4,n/a,true,false,0,false,pure,cel,cel,3,0.851
1,1,7,FRAN DRESCHER,5,n/a,true,false,0,false,pure,cel,cel,4,0.707
1,1,7,BRAD PITT,6,3,true,true,0,false,pure,cel,cel,4,0.704
1,1,7,VINCE VAUGHN,7,10,true,true,0,false,pure,cel,cel,3,0.797
1,1,7,LARRY KING,8,n/a,true,false,0,false,pure,cel,cel,2,0.834
1,1,7,DICK CHENEY,9,5,true,true,0,false,pure,cel,cel,3,0.566
1,1,7,HILLARY CLINTON,10,6,true,true,0,false,pure,cel,cel,3,0.592
1,1,7,CHARLIE SHEEN,11,11,true,true,0,false,pure,cel,cel,4,0.545
1,1,7,KURT COBAIN,12,2,true,true,0,false,pure,cel,cel,3,0.737
1,1,7,LUCY LIU,13,n/a,true,false,0,false,pure,cel,cel,3,0.655
1,1,7,MIKE TYSON,14,n/a,true,false,0,false,pure,cel,cel,2,0.453
1,1,7,COURTNEY LOVE,15,12,true,true,0,false,pure,cel,cel,3,0.692
1,1,7,MR. T,16,n/a,true,false,0,false,pure,cel,cel,3,0.78
1,1,7,SEAN COMBS,17,9,true,true,0,false,pure,cel,cel,3,0.712
1,1,7,JON VOIGHT,18,n/a,true,false,0,false,pure,cel,cel,3,0.658
1,1,7,JAMIE FOXX,19,8,true,true,0,false,pure,cel,cel,3,0.756
1,1,7,BENICIO DEL TORO,20,n/a,true,false,0,false,pure,cel,cel,4,0.739
1,1,7,JASON ALEXANDER,21,14,true,true,0,false,pure,cel,cel,3,0.655
1,1,7,SYLVESTER STALLONE,22,7,true,true,0,false,pure,cel,cel,3,0.77
1,1,7,HOWARD STERN,23,13,true,true,0,false,pure,cel,cel,2,1.017
1,1,7,SARAH JESSICA PARKER,24,1,true,true,0,false,pure,cel,cel,4,0.976
1,1,8,MOUNT EVEREST,1,9,true,true,0,false,mixed,mixed,loc,4,0.847
1,1,8,PHILADELPHIA ART MUSEUM,2,6,true,true,0,false,mixed,mixed,loc,2,1.122
1,1,8,WASHINGTON SQUARE ARCH,3,n/a,true,false,0,false,mixed,mixed,loc,2,0.851
1,1,8,KNIFE,4,8,true,true,0,false,mixed,mixed,obj,3,0.875
1,1,8,ACORN,5,n/a,true,false,0,false,mixed,mixed,obj,2,0.997
1,1,8,WHIP,6,7,true,true,0,false,mixed,mixed,obj,3,1.019
1,1,8,MIKE MYERS,7,n/a,true,false,0,false,mixed,mixed,cel,4,0.749
1,1,8,MARGARET THATCHER,8,n/a,true,false,0,false,mixed,mixed,cel,3,0.688
1,1,8,MEG RYAN,9,n/a,true,false,0,false,mixed,mixed,cel,2,0.714
1,1,8,CD,10,n/a,true,false,0,false,mixed,mixed,obj,3,0.649
1,1,8,BOLT,11,n/a,true,false,0,false,mixed,mixed,obj,3,0.841
1,1,8,GLOVES,12,n/a,true,false,0,false,mixed,mixed,obj,3,1.066
1,1,8,LIPSTICK,13,n/a,true,false,0,false,mixed,mixed,obj,4,0.837
1,1,8,PURSE,14,n/a,true,false,0,false,mixed,mixed,obj,4,0.583
1,1,8,NATIONAL AQUARIUM,15,n/a,true,false,0,false,mixed,mixed,loc,2,0.872
1,1,8,YOSEMITE,16,5,true,true,0,false,mixed,mixed,loc,3,0.58
1,1,8,WIMBLEDON,17,10,true,true,0,false,mixed,mixed,loc,3,0.548
1,1,8,COLONIAL WILLIAMSBURG,18,n/a,true,false,0,false,mixed,mixed,loc,3,0.768
1,1,8,PETRA,19,n/a,true,false,0,false,mixed,mixed,loc,3,0.66
1,1,8,HILARY DUFF,20,3,true,true,0,false,mixed,mixed,cel,4,0.758
1,1,8,MERYL STREEP,21,11,true,true,0,false,mixed,mixed,cel,3,0.617
1,1,8,HALLE BERRY,22,4,true,true,0,false,mixed,mixed,cel,4,0.668
1,1,8,ANDRE AGASSI,23,2,true,true,0,false,mixed,mixed,cel,4,0.697
1,1,8,DAVID BECKHAM,24,1,true,true,0,false,mixed,mixed,cel,4,0.908
1,1,9,SMITHSONIAN CASTLE,1,n/a,true,false,0,false,mixed,mixed,loc,3,1.463
1,1,9,SKYDOME,2,n/a,true,false,0,false,mixed,mixed,loc,3,0.726
1,1,9,UMBRELLA,3,n/a,true,false,0,false,mixed,mixed,obj,4,0.618
1,1,9,DEODORANT,4,n/a,true,false,0,false,mixed,mixed,obj,3,0.498
1,1,9,BENJAMIN FRANKLIN,5,n/a,true,false,0,false,mixed,mixed,cel,2,0.542
1,1,9,DAN RATHER,6,13,true,true,0,false,mixed,mixed,cel,3,0.634
1,1,9,VIENNA,7,5,true,true,0,false,mixed,mixed,loc,3,0.751
1,1,9,PLACE DE LA CONCORDE,8,n/a,true,false,0,false,mixed,mixed,loc,3,0.705
1,1,9,GREAT SALT LAKE,9,n/a,true,false,0,false,mixed,mixed,loc,2,0.716
1,1,9,SIENA,10,4,true,true,0,false,mixed,mixed,loc,3,0.579
1,1,9,GLOBE,11,n/a,true,false,0,false,mixed,mixed,obj,3,0.681
1,1,9,IPOD,12,n/a,true,false,0,false,mixed,mixed,obj,4,0.908
1,1,9,VEST,13,9,true,true,0,false,mixed,mixed,obj,4,0.682
1,1,9,BOWLING BALL,14,8,true,true,0,false,mixed,mixed,obj,4,1.096
1,1,9,CONDOLEEZZA RICE,15,7,true,true,0,false,mixed,mixed,cel,3,0.701
1,1,9,BRUCE SPRINGSTEEN,16,6,true,true,0,false,mixed,mixed,cel,3,0.708
1,1,9,UMA THURMAN,17,10,true,true,0,false,mixed,mixed,cel,4,0.721
1,1,9,DAVID HASSELHOFF,18,n/a,true,false,0,false,mixed,mixed,cel,2,0.719
1,1,9,SPORK,19,n/a,true,false,0,false,mixed,mixed,obj,3,0.626
1,1,9,GRILL,20,n/a,true,false,0,false,mixed,mixed,obj,4,0.737
1,1,9,LONDON EYE,21,n/a,true,false,0,false,mixed,mixed,loc,3,0.591
1,1,9,SAHARA,22,3,true,true,0,false,mixed,mixed,loc,3,0.56
1,1,9,MICHAEL DOUGLAS,23,2,true,true,0,false,mixed,mixed,cel,3,0.709
1,1,9,MICHAEL DOUGLAS,23,12,false,true,1,false,mixed,mixed,cel,3,0.709
1,1,9,ROSEANNE BARR,24,1,true,true,0,false,mixed,mixed,cel,2,0.833
1,1,9,ROSEANNE BARR,24,11,false,true,1,false,mixed,mixed,cel,2,0.833
1,1,10,ANTHONY HOPKINS,1,n/a,true,false,0,false,mixed,mixed,cel,4,0.792
1,1,10,ALEC BALDWIN,2,n/a,true,false,0,false,mixed,mixed,cel,4,0.857
1,1,10,JACK BLACK,3,n/a,true,false,0,false,mixed,mixed,cel,3,0.801
1,1,10,THE VENETIAN,4,5,true,true,0,false,mixed,mixed,loc,4,0.949
1,1,10,GLOBE THEATER,5,n/a,true,false,0,false,mixed,mixed,loc,2,0.749
1,1,10,NEST,6,n/a,true,false,0,false,mixed,mixed,obj,1,1.485
1,1,10,STAPLE REMOVER,7,6,true,true,0,false,mixed,mixed,obj,3,1.106
1,1,10,GOBLET,8,n/a,true,false,0,false,mixed,mixed,obj,2,0.779
1,1,10,FLORENCE,9,n/a,true,false,0,false,mixed,mixed,loc,3,0.847
1,1,10,BARCELONA CATHEDRAL,10,n/a,true,false,0,false,mixed,mixed,loc,4,0.805
1,1,10,GEORGE W BUSH,11,n/a,true,false,0,false,mixed,mixed,cel,3,0.671
1,1,10,QUEEN ELIZABETH,12,n/a,true,false,0,false,mixed,mixed,cel,3,1.132
1,1,10,MATT DAMON,13,4,true,true,0,false,mixed,mixed,cel,4,0.727
1,1,10,TWEEZERS,14,n/a,true,false,0,false,mixed,mixed,obj,2,0.572
1,1,10,HIGHLIGHTER,15,7,true,true,0,false,mixed,mixed,obj,4,0.928
1,1,10,VASE,16,n/a,true,false,0,false,mixed,mixed,obj,3,0.675
1,1,10,WALL STREET,17,n/a,true,false,0,false,mixed,mixed,loc,3,0.578
1,1,10,HOLLYWOOD,18,n/a,true,false,0,false,mixed,mixed,loc,4,0.75
1,1,10,KYOTO,19,n/a,true,false,0,false,mixed,mixed,loc,3,0.471
1,1,10,WRIGLEY BUILDING,20,n/a,true,false,0,false,mixed,mixed,loc,4,0.569
1,1,10,PEPPER,21,n/a,true,false,0,false,mixed,mixed,obj,2,0.541
1,1,10,BOTTLE,22,n/a,true,false,0,false,mixed,mixed,obj,3,0.515
1,1,10,DOLLY PARTON,23,2,true,true,0,false,mixed,mixed,cel,4,0.601
1,1,10,BILL MAHER,24,1,true,true,0,false,mixed,mixed,cel,2,0.448
1,1,10,MARTIN SHEEN,n/a,3,false,true,0,true,mixed,mixed,n/a,n/a,n/a
1,1,10,UMBRELLA,n/a,8,false,true,0,true,mixed,mixed,n/a,n/a,n/a
1,1,10,UMBRELLA,n/a,8,false,true,0,true,mixed,mixed,n/a,n/a,n/a
1,1,11,FRIDGE,1,2,true,true,0,false,mixed,mixed,obj,4,0.994
1,1,11,GAS MASK,2,n/a,true,false,0,false,mixed,mixed,obj,1,1.109
1,1,11,PENCIL SHARPENER,3,3,true,true,0,false,mixed,mixed,obj,3,0.701
1,1,11,AXE,4,n/a,true,false,0,false,mixed,mixed,obj,1,0.976
1,1,11,PHILADELPHIA CITY HALL,5,n/a,true,false,0,false,mixed,mixed,loc,2,1.204
1,1,11,LENIN MAUSOLEUM,6,n/a,true,false,0,false,mixed,mixed,loc,2,0.796
1,1,11,PETRONAS TOWERS,7,n/a,true,false,0,false,mixed,mixed,loc,3,0.638
1,1,11,MATTHEW PERRY,8,n/a,true,false,0,false,mixed,mixed,cel,4,0.866
1,1,11,RICHARD NIXON,9,7,true,true,0,false,mixed,mixed,cel,3,0.6
1,1,11,ACADIA PARK,10,n/a,true,false,0,false,mixed,mixed,loc,4,0.736
1,1,11,CAMDEN YARDS,11,n/a,true,false,0,false,mixed,mixed,loc,2,0.486
1,1,11,ATOMIUM,12,n/a,true,false,0,false,mixed,mixed,loc,3,0.467
1,1,11,TAJ MAHAL,13,n/a,true,false,0,false,mixed,mixed,loc,4,0.676
1,1,11,POMPEI,14,n/a,true,false,0,false,mixed,mixed,loc,3,0.696
1,1,11,DEMI MOORE,15,4,true,true,0,false,mixed,mixed,cel,4,0.67
1,1,11,CARROT TOP,16,n/a,true,false,0,false,mixed,mixed,cel,3,0.531
1,1,11,STEVE MARTIN,17,6,true,true,0,false,mixed,mixed,cel,3,0.568
1,1,11,JOHN TRAVOLTA,18,5,true,true,0,false,mixed,mixed,cel,4,0.746
1,1,11,RICKY MARTIN,19,n/a,true,false,0,false,mixed,mixed,cel,4,0.674
1,1,11,MARTIN LUTHER KING JR,20,n/a,true,false,0,false,mixed,mixed,cel,3,0.486
1,1,11,CANDLE,21,n/a,true,false,0,false,mixed,mixed,obj,2,0.761
1,1,11,HAT,22,n/a,true,false,0,false,mixed,mixed,obj,3,0.758
1,1,11,BED,23,n/a,true,false,0,false,mixed,mixed,obj,4,0.649
1,1,11,NEWSPAPER,24,1,true,true,0,false,mixed,mixed,obj,3,0.606
1,1,12,FENWAY PARK,1,n/a,true,false,0,false,pure,loc,loc,3,0.944
1,1,12,VICTORIA FALLS,2,10,true,true,0,false,pure,loc,loc,4,1.026
1,1,12,SYDNEY OPERA HOUSE,3,3,true,true,0,false,pure,loc,loc,4,0.707
1,1,12,EPCOT CENTER,4,n/a,true,false,0,false,pure,loc,loc,3,0.561
1,1,12,GATEWAY ARCH,5,9,true,true,0,false,pure,loc,loc,4,0.783
1,1,12,CAPE OF GOOD HOPE,6,5,true,true,0,false,pure,loc,loc,4,0.886
1,1,12,GREAT BARRIER REEF,7,4,true,true,0,false,pure,loc,loc,4,0.743
1,1,12,SMOKY MOUNTAINS,8,8,true,true,0,false,pure,loc,loc,3,0.601
1,1,12,QUEBEC,9,n/a,true,false,0,false,pure,loc,loc,2,0.877
1,1,12,BOSTON COMMON,10,n/a,true,false,0,false,pure,loc,loc,3,0.723
1,1,12,IWO JIMA MEMORIAL,11,n/a,true,false,0,false,pure,loc,loc,3,0.776
1,1,12,SALT FLATS,12,n/a,true,false,0,false,pure,loc,loc,3,0.587
1,1,12,INDEPENDENCE HALL,13,n/a,true,false,0,false,pure,loc,loc,3,0.57
1,1,12,SERENGETI PLAIN,14,7,true,true,0,false,pure,loc,loc,2,0.608
1,1,12,BLUE MOSQUE,15,n/a,true,false,0,false,pure,loc,loc,3,0.774
1,1,12,NAPA VALLEY,16,n/a,true,false,0,false,pure,loc,loc,2,0.586
1,1,12,SISTINE CHAPEL,17,11,true,true,0,false,pure,loc,loc,3,0.676
1,1,12,KREMLIN,18,n/a,true,false,0,false,pure,loc,loc,3,0.736
1,1,12,WINTER PALACE,19,12,true,true,0,false,pure,loc,loc,2,0.726
1,1,12,MGM GRAND,20,13,true,true,0,false,pure,loc,loc,4,0.936
1,1,12,MONTMARTRE,21,n/a,true,false,0,false,pure,loc,loc,3,0.802
1,1,12,BOURBON STREET,22,n/a,true,false,0,false,pure,loc,loc,3,0.785
1,1,12,GIZA PYRAMIDS,23,2,true,true,0,false,pure,loc,loc,2,0.384
1,1,12,DEAD SEA,24,1,true,true,0,false,pure,loc,loc,3,0.392
1,1,12,GREAT SALT PLAINS,n/a,6,false,true,0,true,pure,loc,n/a,n/a,n/a
1,1,13,NORMAN SCHWARZKOPF,1,n/a,true,false,0,false,mixed,mixed,cel,3,0.99
1,1,13,REESE WITHERSPOON,2,2,true,true,0,false,mixed,mixed,cel,4,0.916
1,1,13,DRESSER,3,7,true,true,0,false,mixed,mixed,obj,2,0.596
1,1,13,COUCH,4,8,true,true,0,false,mixed,mixed,obj,3,0.638
1,1,13,TENT,5,n/a,true,false,0,false,mixed,mixed,obj,1,1.14
1,1,13,BOWL,6,6,true,true,0,false,mixed,mixed,obj,4,0.969
1,1,13,REDWOOD FOREST,7,3,true,true,0,false,mixed,mixed,loc,1,1.172
1,1,13,PACIFIC BELL PARK,8,n/a,true,false,0,false,mixed,mixed,loc,3,0.578
1,1,13,EMPIRE STATE BUILDING,9,n/a,true,false,0,false,mixed,mixed,loc,4,1.0
1,1,13,MONTICELLO,10,n/a,true,false,0,false,mixed,mixed,loc,2,0.894
1,1,13,TOBEY MAGUIRE,11,5,true,true,0,false,mixed,mixed,cel,4,0.844
1,1,13,JIM BELUSHI,12,n/a,true,false,0,false,mixed,mixed,cel,3,0.706
1,1,13,JOHN LITHGOW,13,n/a,true,false,0,false,mixed,mixed,cel,3,0.791
